"SUMMARY","DTSTART","DTEND","DURATION","DTSTAMP","UID","RECURRENCE-ID","SEQUENCE","RRULEEXRULE","RDATE","EXDATE"
"無公開行程","2012-09-08T00:00:00","2012-09-08T23:23:00","","2012-09-08T00:00:00+00:00","2012-09-08T00:00:00/2012-09-08T23:23:00@vice-president.g0v.tw","","","","",""
"出席「國家政務研究班」第七期及「高階領導研究班」第六期聯合結訓典禮","2013-08-17T10:00:00","2013-08-17T23:23:00","","2013-08-17T10:00:00+00:00","2013-08-17T10:00:00/2013-08-17T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2013新竹縣義民文化祭」","2013-08-17T11:25:00","2013-08-17T23:23:00","","2013-08-17T11:25:00+00:00","2013-08-17T11:25:00/2013-08-17T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第39屆全國年會暨第37屆全國十大農業專家、第6屆全國兒童守護天使表揚活動」","2013-08-17T15:30:00","2013-08-17T23:23:00","","2013-08-17T15:30:00+00:00","2013-08-17T15:30:00/2013-08-17T23:23:00@vice-president.g0v.tw","","","","",""
"接見美國維吉尼亞州商貿廳助理廳長兼企業輔導局局長蘇思睿（Peter Su）","2010-07-02T16:00:00","2010-07-02T23:23:00","","2010-07-02T16:00:00+00:00","2010-07-02T16:00:00/2010-07-02T23:23:00@vice-president.g0v.tw","","","","",""
"接見美國俄亥俄州立大學（OHIO State University）校務發展高級副校長Peter B. Weiler","2010-07-02T16:50:00","2010-07-02T23:23:00","","2010-07-02T16:50:00+00:00","2010-07-02T16:50:00/2010-07-02T23:23:00@vice-president.g0v.tw","","","","",""
"接見「第24屆亞洲洋服同業聯盟大會」同業代表","2012-09-13T10:00:00","2012-09-13T23:23:00","","2012-09-13T10:00:00+00:00","2012-09-13T10:00:00/2012-09-13T23:23:00@vice-president.g0v.tw","","","","",""
"接見「101年蒙古法官司法研習班」第7期學員","2012-09-13T11:00:00","2012-09-13T23:23:00","","2012-09-13T11:00:00+00:00","2012-09-13T11:00:00/2012-09-13T23:23:00@vice-president.g0v.tw","","","","",""
"出席「中華民國勞資關係協進會」三十週年慶祝會","2011-11-18T09:00:00","2011-11-18T23:23:00","","2011-11-18T09:00:00+00:00","2011-11-18T09:00:00/2011-11-18T23:23:00@vice-president.g0v.tw","","","","",""
"出席「中央社世紀珍藏－中華民國精彩一百影像展」新北市場開幕記者會","2011-11-18T10:00:00","2011-11-18T23:23:00","","2011-11-18T10:00:00+00:00","2011-11-18T10:00:00/2011-11-18T23:23:00@vice-president.g0v.tw","","","","",""
"接見「美國國家科學院」副院長雷文（Peter H. Raven）伉儷","2011-11-18T11:30:00","2011-11-18T23:23:00","","2011-11-18T11:30:00+00:00","2011-11-18T11:30:00/2011-11-18T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第六屆臺灣廣告節活動」暨世界保育團體「百年鯨鯊」公益主題揭幕式","2011-11-18T14:00:00","2011-11-18T23:23:00","","2011-11-18T14:00:00+00:00","2011-11-18T14:00:00/2011-11-18T23:23:00@vice-president.g0v.tw","","","","",""
"參觀松山文創園區","2011-11-18T14:10:00","2011-11-18T23:23:00","","2011-11-18T14:10:00+00:00","2011-11-18T14:10:00/2011-11-18T23:23:00@vice-president.g0v.tw","","","","",""
"出席「形塑典藏新活力‧創造故宮新價值」—國立故宮博物院前瞻數位科技應用成果發表會","2011-11-18T15:50:00","2011-11-18T23:23:00","","2011-11-18T15:50:00+00:00","2011-11-18T15:50:00/2011-11-18T23:23:00@vice-president.g0v.tw","","","","",""
"出席「新竹縣生命線協會」慶祝35週年暨新會館落成啟用感恩餐會","2013-05-30T18:40:00","2013-05-30T23:23:00","","2013-05-30T18:40:00+00:00","2013-05-30T18:40:00/2013-05-30T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2010年兩岸科技論壇」開幕典禮","2010-05-21T09:10:00","2010-05-21T23:23:00","","2010-05-21T09:10:00+00:00","2010-05-21T09:10:00/2010-05-21T23:23:00@vice-president.g0v.tw","","","","",""
"出席臺陽美術協會「七五臺陽-再創風華」頒獎典禮","2012-04-25T10:30:00","2012-04-25T23:23:00","","2012-04-25T10:30:00+00:00","2012-04-25T10:30:00/2012-04-25T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-06-21T00:00:00","2013-06-21T23:23:00","","2013-06-21T00:00:00+00:00","2013-06-21T00:00:00/2013-06-21T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-03-21T00:00:00","2013-03-21T23:23:00","","2013-03-21T00:00:00+00:00","2013-03-21T00:00:00/2013-03-21T23:23:00@vice-president.g0v.tw","","","","",""
"出席「亞洲臺灣商會聯合總會」第20屆第3次理監事聯席會開幕典禮","2013-07-22T08:40:00","2013-07-22T23:23:00","","2013-07-22T08:40:00+00:00","2013-07-22T08:40:00/2013-07-22T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-03-05T00:00:00","2012-03-05T23:23:00","","2012-03-05T00:00:00+00:00","2012-03-05T00:00:00/2012-03-05T23:23:00@vice-president.g0v.tw","","","","",""
"出席「101年度慶端午-異國風味粽子品嚐觀摩暨節能減碳環保宣導活動」","2012-06-03T09:00:00","2012-06-03T23:23:00","","2012-06-03T09:00:00+00:00","2012-06-03T09:00:00/2012-06-03T23:23:00@vice-president.g0v.tw","","","","",""
"出席鹿谷鄉「清秀橋」通車典禮","2012-06-03T10:00:00","2012-06-03T23:23:00","","2012-06-03T10:00:00+00:00","2012-06-03T10:00:00/2012-06-03T23:23:00@vice-president.g0v.tw","","","","",""
"出席「南投縣茶葉運銷合作社」開幕典禮暨「2012日月潭精品春茶競賽展售會」","2012-06-03T11:00:00","2012-06-03T23:23:00","","2012-06-03T11:00:00+00:00","2012-06-03T11:00:00/2012-06-03T23:23:00@vice-president.g0v.tw","","","","",""
"視察集集攔河堰","2012-06-03T11:40:00","2012-06-03T23:23:00","","2012-06-03T11:40:00+00:00","2012-06-03T11:40:00/2012-06-03T23:23:00@vice-president.g0v.tw","","","","",""
"參觀信義鄉農會「梅子夢工廠」","2012-06-03T13:50:00","2012-06-03T23:23:00","","2012-06-03T13:50:00+00:00","2012-06-03T13:50:00/2012-06-03T23:23:00@vice-president.g0v.tw","","","","",""
"拜訪「南投縣渡船遊艇商業同業公會」","2012-06-03T15:35:00","2012-06-03T23:23:00","","2012-06-03T15:35:00+00:00","2012-06-03T15:35:00/2012-06-03T23:23:00@vice-president.g0v.tw","","","","",""
"參拜日月潭「文武廟」","2012-06-03T16:10:00","2012-06-03T23:23:00","","2012-06-03T16:10:00+00:00","2012-06-03T16:10:00/2012-06-03T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-01-20T00:00:00","2011-01-20T23:23:00","","2011-01-20T00:00:00+00:00","2011-01-20T00:00:00/2011-01-20T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-04-09T00:00:00","2012-04-09T23:23:00","","2012-04-09T00:00:00+00:00","2012-04-09T00:00:00/2012-04-09T23:23:00@vice-president.g0v.tw","","","","",""
"出席「大甲鎮瀾宮媽祖之光」演唱會","2011-04-07T19:10:00","2011-04-07T23:23:00","","2011-04-07T19:10:00+00:00","2011-04-07T19:10:00/2011-04-07T23:23:00@vice-president.g0v.tw","","","","",""
"三二九感恩獻花」","2011-03-29T09:56:00","2011-03-29T23:23:00","","2011-03-29T09:56:00+00:00","2011-03-29T09:56:00/2011-03-29T23:23:00@vice-president.g0v.tw","","","","",""
"出席「海峽兩岸將軍連緣書畫展」開幕式","2011-03-29T14:30:00","2011-03-29T23:23:00","","2011-03-29T14:30:00+00:00","2011-03-29T14:30:00/2011-03-29T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第九屆多國籍企業國際學術研討會」","2011-03-29T16:30:00","2011-03-29T23:23:00","","2011-03-29T16:30:00+00:00","2011-03-29T16:30:00/2011-03-29T23:23:00@vice-president.g0v.tw","","","","",""
"接見101年度我國參加著名國際發明展金牌得獎人及產學界代表","2013-08-19T13:30:00","2013-08-19T23:23:00","","2013-08-19T13:30:00+00:00","2013-08-19T13:30:00/2013-08-19T23:23:00@vice-president.g0v.tw","","","","",""
"出席「亞太生產力與永續成長國際研討會」開幕典禮","2012-08-09T14:50:00","2012-08-09T23:23:00","","2012-08-09T14:50:00+00:00","2012-08-09T14:50:00/2012-08-09T23:23:00@vice-president.g0v.tw","","","","",""
"出席「102年全國反毒會議」開幕典禮","2013-06-03T09:10:00","2013-06-03T23:23:00","","2013-06-03T09:10:00+00:00","2013-06-03T09:10:00/2013-06-03T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-01-21T00:00:00","2012-01-21T23:23:00","","2012-01-21T00:00:00+00:00","2012-01-21T00:00:00/2012-01-21T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-04-15T00:00:00","2012-04-15T23:23:00","","2012-04-15T00:00:00+00:00","2012-04-15T00:00:00/2012-04-15T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第二屆海峽兩岸台灣優良農產品洽商大會」CAS誓師及洽商大會授旗典禮","2011-07-08T11:00:00","2011-07-08T23:23:00","","2011-07-08T11:00:00+00:00","2011-07-08T11:00:00/2011-07-08T23:23:00@vice-president.g0v.tw","","","","",""
"接見「2011年HOBY世界青少年領袖會議」台灣學生代表","2011-07-08T15:00:00","2011-07-08T23:23:00","","2011-07-08T15:00:00+00:00","2011-07-08T15:00:00/2011-07-08T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2012首爾第七屆亞太聽障運動會」代表團授旗典禮","2012-05-24T10:00:00","2012-05-24T23:23:00","","2012-05-24T10:00:00+00:00","2012-05-24T10:00:00/2012-05-24T23:23:00@vice-president.g0v.tw","","","","",""
"出席「蕭前副總統感恩茶會暨新書發表會」","2012-05-24T15:00:00","2012-05-24T23:23:00","","2012-05-24T15:00:00+00:00","2012-05-24T15:00:00/2012-05-24T23:23:00@vice-president.g0v.tw","","","","",""
"觀賞電影：雞排英雄","2011-03-20T09:45:00","2011-03-20T23:23:00","","2011-03-20T09:45:00+00:00","2011-03-20T09:45:00/2011-03-20T23:23:00@vice-president.g0v.tw","","","","",""
"出席「敬‧靜‧淨‧境」梅門德藝天地開幕儀式暨記者會 ","2011-09-25T09:30:00","2011-09-25T23:23:00","","2011-09-25T09:30:00+00:00","2011-09-25T09:30:00/2011-09-25T23:23:00@vice-president.g0v.tw","","","","",""
"出席「臺灣電路板暨電子組裝、綠色科技、散熱管理、雷射應用展覽會」開幕典禮","2012-10-24T09:20:00","2012-10-24T23:23:00","","2012-10-24T09:20:00+00:00","2012-10-24T09:20:00/2012-10-24T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2010-07-12T00:00:00","2010-07-12T23:23:00","","2010-07-12T00:00:00+00:00","2010-07-12T00:00:00/2010-07-12T23:23:00@vice-president.g0v.tw","","","","",""
"出席昱晶能源科技股份有限公司竹南B廠動土典禮","2010-07-06T15:00:00","2010-07-06T23:23:00","","2010-07-06T15:00:00+00:00","2010-07-06T15:00:00/2010-07-06T23:23:00@vice-president.g0v.tw","","","","",""
"參訪客家大院","2010-07-06T16:30:00","2010-07-06T23:23:00","","2010-07-06T16:30:00+00:00","2010-07-06T16:30:00/2010-07-06T23:23:00@vice-president.g0v.tw","","","","",""
"參訪苗栗公館出磺坑客家桃花源村","2010-07-06T16:55:00","2010-07-06T23:23:00","","2010-07-06T16:55:00+00:00","2010-07-06T16:55:00/2010-07-06T23:23:00@vice-president.g0v.tw","","","","",""
"出席「陽光加油站庇護工場」開幕典禮","2012-03-21T10:20:00","2012-03-21T23:23:00","","2012-03-21T10:20:00+00:00","2012-03-21T10:20:00/2012-03-21T23:23:00@vice-president.g0v.tw","","","","",""
"出席第15屆傑出基金「金鑽獎」頒獎典禮","2012-03-21T14:00:00","2012-03-21T23:23:00","","2012-03-21T14:00:00+00:00","2012-03-21T14:00:00/2012-03-21T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-11-17T00:00:00","2011-11-17T23:23:00","","2011-11-17T00:00:00+00:00","2011-11-17T00:00:00/2011-11-17T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-07-01T00:00:00","2012-07-01T23:23:00","","2012-07-01T00:00:00+00:00","2012-07-01T00:00:00/2012-07-01T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2010台灣綠色產業展『水價對整體社經及永續發展之影響』研討及座談會」","2010-10-26T09:00:00","2010-10-26T23:23:00","","2010-10-26T09:00:00+00:00","2010-10-26T09:00:00/2010-10-26T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2011世界管樂年會暨第20屆嘉義市國際管樂節」全國記者會","2010-10-26T11:00:00","2010-10-26T23:23:00","","2010-10-26T11:00:00+00:00","2010-10-26T11:00:00/2010-10-26T23:23:00@vice-president.g0v.tw","","","","",""
"出席〈築夢者孫逸仙〉首映記者會","2011-12-04T10:00:00","2011-12-04T23:23:00","","2011-12-04T10:00:00+00:00","2011-12-04T10:00:00/2011-12-04T23:23:00@vice-president.g0v.tw","","","","",""
"出席經濟日報「2010年大師論壇」","2010-06-24T09:30:00","2010-06-24T23:23:00","","2010-06-24T09:30:00+00:00","2010-06-24T09:30:00/2010-06-24T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-02-27T00:00:00","2011-02-27T23:23:00","","2011-02-27T00:00:00+00:00","2011-02-27T00:00:00/2011-02-27T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-08-13T00:00:00","2011-08-13T23:23:00","","2011-08-13T00:00:00+00:00","2011-08-13T00:00:00/2011-08-13T23:23:00@vice-president.g0v.tw","","","","",""
"出席「世界紅十字日暨志工表揚大會」","2013-05-04T10:05:00","2013-05-04T23:23:00","","2013-05-04T10:05:00+00:00","2013-05-04T10:05:00/2013-05-04T23:23:00@vice-president.g0v.tw","","","","",""
"出席「全國育幼院獎學金聯合頒獎大會」","2013-05-04T14:30:00","2013-05-04T23:23:00","","2013-05-04T14:30:00+00:00","2013-05-04T14:30:00/2013-05-04T23:23:00@vice-president.g0v.tw","","","","",""
"出席「文藝節慶祝大會」","2013-05-04T15:20:00","2013-05-04T23:23:00","","2013-05-04T15:20:00+00:00","2013-05-04T15:20:00/2013-05-04T23:23:00@vice-president.g0v.tw","","","","",""
"出席「政府服務品質獎」頒獎典禮","2013-06-19T14:30:00","2013-06-19T23:23:00","","2013-06-19T14:30:00+00:00","2013-06-19T14:30:00/2013-06-19T23:23:00@vice-president.g0v.tw","","","","",""
"出席大鵬灣國際賽車場啟用發表會","2011-06-22T11:05:00","2011-06-22T23:23:00","","2011-06-22T11:05:00+00:00","2011-06-22T11:05:00/2011-06-22T23:23:00@vice-president.g0v.tw","","","","",""
"出席「國家政務研究班」第6期結訓典禮","2012-09-01T10:00:00","2012-09-01T23:23:00","","2012-09-01T10:00:00+00:00","2012-09-01T10:00:00/2012-09-01T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2012新竹縣義民文化祭祈福祭典暨開幕儀式」","2012-09-01T11:25:00","2012-09-01T23:23:00","","2012-09-01T11:25:00+00:00","2012-09-01T11:25:00/2012-09-01T23:23:00@vice-president.g0v.tw","","","","",""
"出席「電電公會」與「雲端協會」新春聯誼餐會","2013-02-22T11:30:00","2013-02-22T23:23:00","","2013-02-22T11:30:00+00:00","2013-02-22T11:30:00/2013-02-22T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-11-26T00:00:00","2012-11-26T23:23:00","","2012-11-26T00:00:00+00:00","2012-11-26T00:00:00/2012-11-26T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2010年IEEE/RSJ智慧型機器人與系統國際會議(IROS)」開幕致詞","2010-10-19T09:20:00","2010-10-19T23:23:00","","2010-10-19T09:20:00+00:00","2010-10-19T09:20:00/2010-10-19T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2010年台北國際機器人展」開幕致詞","2010-10-19T10:00:00","2010-10-19T23:23:00","","2010-10-19T10:00:00+00:00","2010-10-19T10:00:00/2010-10-19T23:23:00@vice-president.g0v.tw","","","","",""
"參加「第19屆國家磐石獎」及「第12屆海外台商磐石獎」頒獎典禮","2010-10-19T14:00:00","2010-10-19T23:23:00","","2010-10-19T14:00:00+00:00","2010-10-19T14:00:00/2010-10-19T23:23:00@vice-president.g0v.tw","","","","",""
"接見日本ALPS電器公司社長片岡政隆先生一行","2010-10-19T15:30:00","2010-10-19T23:23:00","","2010-10-19T15:30:00+00:00","2010-10-19T15:30:00/2010-10-19T23:23:00@vice-president.g0v.tw","","","","",""
"出席「臺灣50現代畫展」開幕茶會","2013-07-05T15:00:00","2013-07-05T23:23:00","","2013-07-05T15:00:00+00:00","2013-07-05T15:00:00/2013-07-05T23:23:00@vice-president.g0v.tw","","","","",""
"行政院院長交接典禮監交","2013-02-18T09:10:00","2013-02-18T23:23:00","","2013-02-18T09:10:00+00:00","2013-02-18T09:10:00/2013-02-18T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統出席總統府102年新春團拜暨茶會","2013-02-18T10:00:00","2013-02-18T23:23:00","","2013-02-18T10:00:00+00:00","2013-02-18T10:00:00/2013-02-18T23:23:00@vice-president.g0v.tw","","","","",""
" ","2013-02-18T00:00:00","2013-02-18T23:23:00","","2013-02-18T00:00:00+00:00","2013-02-18T00:00:00/2013-02-18T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-06-26T00:00:00","2013-06-26T23:23:00","","2013-06-26T00:00:00+00:00","2013-06-26T00:00:00/2013-06-26T23:23:00@vice-president.g0v.tw","","","","",""
"出席「台中市工商業界座談會」","2010-08-10T09:30:00","2010-08-10T23:23:00","","2010-08-10T09:30:00+00:00","2010-08-10T09:30:00/2010-08-10T23:23:00@vice-president.g0v.tw","","","","",""
"出席國立屏東科技大學畢業典禮","2010-06-18T09:30:00","2010-06-18T23:23:00","","2010-06-18T09:30:00+00:00","2010-06-18T09:30:00/2010-06-18T23:23:00@vice-president.g0v.tw","","","","",""
"接見「日本交流協會」台北事務所今井正（IMAI TADASHI）代表","2010-06-18T15:00:00","2010-06-18T23:23:00","","2010-06-18T15:00:00+00:00","2010-06-18T15:00:00/2010-06-18T23:23:00@vice-president.g0v.tw","","","","",""
"出席「新北市願景規劃公共論壇」閉幕式","2010-06-18T17:00:00","2010-06-18T23:23:00","","2010-06-18T17:00:00+00:00","2010-06-18T17:00:00/2010-06-18T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統與五院院長茶敘","2010-06-18T17:30:00","2010-06-18T23:23:00","","2010-06-18T17:30:00+00:00","2010-06-18T17:30:00/2010-06-18T23:23:00@vice-president.g0v.tw","","","","",""
"出席「全國孝行獎表揚典禮」","2013-07-19T10:25:00","2013-07-19T23:23:00","","2013-07-19T10:25:00+00:00","2013-07-19T10:25:00/2013-07-19T23:23:00@vice-president.g0v.tw","","","","",""
"接見「世界華人工商婦女企管協會臺北第二分會」","2012-10-22T10:15:00","2012-10-22T23:23:00","","2012-10-22T10:15:00+00:00","2012-10-22T10:15:00/2012-10-22T23:23:00@vice-president.g0v.tw","","","","",""
"接見瓜地馬拉、貝里斯、聖露西亞及聖克里斯多福友邦表演團","2012-10-22T13:30:00","2012-10-22T23:23:00","","2012-10-22T13:30:00+00:00","2012-10-22T13:30:00/2012-10-22T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-02-16T00:00:00","2011-02-16T23:23:00","","2011-02-16T00:00:00+00:00","2011-02-16T00:00:00/2011-02-16T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-02-28T00:00:00","2012-02-28T23:23:00","","2012-02-28T00:00:00+00:00","2012-02-28T00:00:00/2012-02-28T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-07-29T00:00:00","2013-07-29T23:23:00","","2013-07-29T00:00:00+00:00","2013-07-29T00:00:00/2013-07-29T23:23:00@vice-president.g0v.tw","","","","",""
"「敦誼專案」－副總統返抵桃園國際機場","2012-08-24T20:10:00","2012-08-24T23:23:00","","2012-08-24T20:10:00+00:00","2012-08-24T20:10:00/2012-08-24T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-03-19T00:00:00","2012-03-19T23:23:00","","2012-03-19T00:00:00+00:00","2012-03-19T00:00:00/2012-03-19T23:23:00@vice-president.g0v.tw","","","","",""
